x	S(x),tau=0(buckley)	S(x),tau=0.001	S(x),tau=0.01	S(x),tau=0.1	S(x),tau=1.0	S(x),tau=10.0	xi(x),tau=0.001	xi(x),tau=0.01	xi(x),tau=0.1	xi(x),tau=1.0	xi(x),tau=10.0	
0.1005	0.9220	0.9206	0.9066	0.7830	0.5311	0.4842	0.0796	0.0952	0.2784	0.8228	0.9795	
0.1055	0.9188	0.9173	0.9030	0.7783	0.5289	0.4831	0.0829	0.0989	0.2836	0.8242	0.9796	
0.1106	0.9156	0.9141	0.8994	0.7737	0.5268	0.4820	0.0861	0.1025	0.2887	0.8255	0.9798	
0.1156	0.9125	0.9109	0.8959	0.7692	0.5248	0.4809	0.0893	0.1060	0.2936	0.8269	0.9799	
0.1206	0.9094	0.9078	0.8925	0.7648	0.5228	0.4799	0.0924	0.1095	0.2985	0.8282	0.9801	
0.1256	0.9064	0.9047	0.8891	0.7605	0.5209	0.4789	0.0955	0.1129	0.3033	0.8295	0.9802	
0.1307	0.9035	0.9017	0.8858	0.7562	0.5190	0.4779	0.0985	0.1163	0.3079	0.8307	0.9804	
0.1357	0.9005	0.8987	0.8826	0.7521	0.5172	0.4769	0.1015	0.1196	0.3125	0.8320	0.9805	
0.1407	0.8976	0.8957	0.8793	0.7480	0.5154	0.4759	0.1045	0.1229	0.3170	0.8332	0.9807	
0.1457	0.8948	0.8928	0.8762	0.7441	0.5136	0.4749	0.1074	0.1261	0.3214	0.8344	0.9808	
0.1508	0.8919	0.8899	0.8730	0.7401	0.5119	0.4739	0.1103	0.1293	0.3258	0.8356	0.9809	
0.1558	0.8892	0.8871	0.8699	0.7363	0.5102	0.4729	0.1131	0.1324	0.3301	0.8368	0.9811	
0.1608	0.8864	0.8843	0.8669	0.7325	0.5085	0.4720	0.1159	0.1355	0.3343	0.8379	0.9812	
0.1658	0.8837	0.8815	0.8639	0.7287	0.5069	0.4710	0.1187	0.1386	0.3385	0.8391	0.9814	
0.1709	0.8810	0.8787	0.8609	0.7250	0.5053	0.4701	0.1215	0.1416	0.3426	0.8402	0.9815	
0.1759	0.8784	0.8760	0.8579	0.7214	0.5037	0.4692	0.1242	0.1446	0.3467	0.8413	0.9816	
0.1809	0.8757	0.8734	0.8550	0.7178	0.5021	0.4683	0.1269	0.1475	0.3507	0.8424	0.9817	
0.1859	0.8731	0.8707	0.8521	0.7142	0.5006	0.4674	0.1295	0.1505	0.3547	0.8435	0.9819	
0.1910	0.8706	0.8681	0.8493	0.7107	0.4991	0.4665	0.1321	0.1534	0.3587	0.8446	0.9820	
0.1960	0.8680	0.8655	0.8465	0.7073	0.4976	0.4656	0.1348	0.1562	0.3626	0.8457	0.9821	
0.2010	0.8655	0.8629	0.8437	0.7038	0.4961	0.4647	0.1373	0.1591	0.3665	0.8468	0.9823	
0.2060	0.8630	0.8604	0.8409	0.7004	0.4947	0.4638	0.1399	0.1619	0.3703	0.8478	0.9824	
0.2111	0.8606	0.8578	0.8381	0.6971	0.4932	0.4629	0.1424	0.1647	0.3741	0.8489	0.9825	
0.2161	0.8581	0.8553	0.8354	0.6937	0.4918	0.4621	0.1449	0.1674	0.3779	0.8499	0.9826	
0.2211	0.8557	0.8529	0.8327	0.6904	0.4904	0.4612	0.1474	0.1702	0.3816	0.8510	0.9828	
0.2261	0.8533	0.8504	0.8300	0.6872	0.4890	0.4604	0.1498	0.1729	0.3853	0.8520	0.9829	
0.2312	0.8509	0.8480	0.8274	0.6839	0.4877	0.4595	0.1523	0.1756	0.3890	0.8530	0.9830	
0.2362	0.8486	0.8455	0.8247	0.6807	0.4863	0.4587	0.1547	0.1783	0.3927	0.8540	0.9831	
0.2412	0.8462	0.8432	0.8221	0.6775	0.4850	0.4579	0.1571	0.1809	0.3963	0.8550	0.9832	
0.2462	0.8439	0.8408	0.8195	0.6743	0.4837	0.4571	0.1595	0.1836	0.3999	0.8560	0.9833	
0.2513	0.8416	0.8384	0.8169	0.6712	0.4824	0.4562	0.1618	0.1862	0.4036	0.8570	0.9835	
0.2563	0.8394	0.8361	0.8144	0.6680	0.4811	0.4554	0.1642	0.1888	0.4071	0.8580	0.9836	
0.2613	0.8371	0.8338	0.8118	0.6649	0.4798	0.4546	0.1665	0.1914	0.4107	0.8589	0.9837	
0.2663	0.8349	0.8315	0.8093	0.6618	0.4785	0.4538	0.1688	0.1940	0.4143	0.8599	0.9838	
0.2714	0.8326	0.8292	0.8067	0.6588	0.4773	0.4530	0.1711	0.1966	0.4178	0.8609	0.9839	
0.2764	0.8304	0.8269	0.8042	0.6557	0.4760	0.4523	0.1734	0.1992	0.4213	0.8618	0.9840	
0.2814	0.8283	0.8246	0.8017	0.6527	0.4748	0.4515	0.1756	0.2017	0.4248	0.8628	0.9841	
0.2864	0.8261	0.8224	0.7992	0.6496	0.4736	0.4507	0.1779	0.2043	0.4283	0.8637	0.9843	
0.2915	0.8239	0.8202	0.7967	0.6466	0.4723	0.4499	0.1801	0.2068	0.4318	0.8647	0.9844	
0.2965	0.8218	0.8180	0.7942	0.6436	0.4711	0.4492	0.1823	0.2093	0.4353	0.8656	0.9845	
0.3015	0.8196	0.8158	0.7918	0.6407	0.4700	0.4484	0.1845	0.2119	0.4388	0.8665	0.9846	
0.3065	0.8175	0.8136	0.7893	0.6377	0.4688	0.4476	0.1867	0.2144	0.4423	0.8674	0.9847	
0.3116	0.8154	0.8114	0.7868	0.6347	0.4676	0.4469	0.1889	0.2169	0.4457	0.8684	0.9848	
0.3166	0.8133	0.8092	0.7844	0.6318	0.4664	0.4461	0.1911	0.2194	0.4492	0.8693	0.9849	
0.3216	0.8113	0.8071	0.7819	0.6288	0.4653	0.4454	0.1932	0.2219	0.4526	0.8702	0.9850	
0.3266	0.8092	0.8049	0.7795	0.6259	0.4641	0.4447	0.1954	0.2244	0.4561	0.8711	0.9851	
0.3317	0.8072	0.8028	0.7770	0.6230	0.4630	0.4439	0.1975	0.2270	0.4595	0.8720	0.9852	
0.3367	0.8051	0.8007	0.7746	0.6200	0.4618	0.4432	0.1996	0.2295	0.4629	0.8729	0.9853	
0.3417	0.8031	0.7986	0.7721	0.6171	0.4607	0.4425	0.2018	0.2320	0.4664	0.8738	0.9854	
0.3467	0.8011	0.7965	0.7697	0.6142	0.4596	0.4418	0.2039	0.2345	0.4698	0.8747	0.9856	
0.3518	0.7991	0.7944	0.7672	0.6113	0.4585	0.4411	0.2060	0.2371	0.4733	0.8756	0.9857	
0.3568	0.7971	0.7923	0.7647	0.6084	0.4574	0.4403	0.2081	0.2396	0.4767	0.8765	0.9858	
0.3618	0.7951	0.7902	0.7623	0.6055	0.4563	0.4396	0.2102	0.2421	0.4801	0.8773	0.9859	
0.3668	0.7931	0.7881	0.7598	0.6026	0.4552	0.4389	0.2122	0.2447	0.4836	0.8782	0.9860	
0.3719	0.7911	0.7860	0.7573	0.5998	0.4541	0.4382	0.2143	0.2473	0.4870	0.8791	0.9861	
0.3769	0.7892	0.7840	0.7548	0.5969	0.4530	0.4375	0.2164	0.2498	0.4904	0.8799	0.9862	
0.3819	0.7872	0.7819	0.7523	0.5940	0.4519	0.4368	0.2184	0.2524	0.4939	0.8808	0.9863	
0.3869	0.7853	0.7799	0.7498	0.5911	0.4509	0.4362	0.2205	0.2551	0.4973	0.8817	0.9864	
0.3920	0.7833	0.7778	0.7472	0.5883	0.4498	0.4355	0.2226	0.2577	0.5008	0.8825	0.9865	
0.3970	0.7814	0.7758	0.7447	0.5854	0.4487	0.4348	0.2246	0.2604	0.5042	0.8834	0.9866	
0.4020	0.7795	0.7737	0.7421	0.5825	0.4477	0.4341	0.2267	0.2630	0.5077	0.8842	0.9867	
0.4070	0.7776	0.7717	0.7395	0.5796	0.4466	0.4334	0.2287	0.2658	0.5111	0.8851	0.9868	
0.4121	0.7757	0.7696	0.7369	0.5768	0.4456	0.4328	0.2308	0.2685	0.5146	0.8859	0.9869	
0.4171	0.7738	0.7676	0.7343	0.5739	0.4446	0.4321	0.2328	0.2713	0.5181	0.8868	0.9870	
0.4221	0.7719	0.7655	0.7316	0.5710	0.4435	0.4314	0.2349	0.2741	0.5216	0.8876	0.9871	
0.4271	0.7700	0.7635	0.7289	0.5681	0.4425	0.4308	0.2369	0.2770	0.5251	0.8884	0.9872	
0.4322	0.7681	0.7614	0.7261	0.5653	0.4415	0.4301	0.2390	0.2799	0.5286	0.8893	0.9873	
0.4372	0.7662	0.7594	0.7234	0.5624	0.4405	0.4295	0.2410	0.2828	0.5321	0.8901	0.9874	
0.4422	0.7643	0.7573	0.7205	0.5595	0.4395	0.4288	0.2431	0.2858	0.5356	0.8909	0.9875	
0.4472	0.7624	0.7553	0.7177	0.5566	0.4384	0.4282	0.2451	0.2889	0.5391	0.8918	0.9876	
0.4523	0.7606	0.7532	0.7147	0.5537	0.4374	0.4275	0.2472	0.2920	0.5427	0.8926	0.9877	
0.4573	0.7587	0.7512	0.7118	0.5508	0.4364	0.4269	0.2493	0.2952	0.5462	0.8934	0.9878	
0.4623	0.7569	0.7491	0.7087	0.5479	0.4354	0.4262	0.2514	0.2985	0.5498	0.8942	0.9879	
0.4673	0.7550	0.7470	0.7056	0.5450	0.4345	0.4256	0.2535	0.3019	0.5534	0.8950	0.9879	
0.4724	0.7531	0.7449	0.7024	0.5421	0.4335	0.4250	0.2556	0.3053	0.5570	0.8959	0.9880	
0.4774	0.7513	0.7428	0.6992	0.5392	0.4325	0.4243	0.2577	0.3089	0.5606	0.8967	0.9881	
0.4824	0.7494	0.7406	0.6958	0.5362	0.4315	0.4237	0.2598	0.3126	0.5642	0.8975	0.9882	
0.4874	0.7476	0.7385	0.6924	0.5333	0.4305	0.4231	0.2620	0.3164	0.5678	0.8983	0.9883	
0.4925	0.7457	0.7363	0.6888	0.5304	0.4296	0.4225	0.2642	0.3203	0.5715	0.8991	0.9884	
0.4975	0.7439	0.7341	0.6851	0.5274	0.4286	0.4219	0.2665	0.3244	0.5752	0.8999	0.9885	
0.5025	0.7420	0.7318	0.6814	0.5244	0.4276	0.4212	0.2687	0.3287	0.5788	0.9007	0.9886	
0.5075	0.7402	0.7295	0.6774	0.5215	0.4267	0.4206	0.2711	0.3331	0.5825	0.9015	0.9887	
0.5126	0.7383	0.7271	0.6733	0.5185	0.4257	0.4200	0.2735	0.3378	0.5862	0.9023	0.9888	
0.5176	0.7364	0.7247	0.6691	0.5155	0.4248	0.4194	0.2759	0.3426	0.5900	0.9031	0.9889	
0.5226	0.7346	0.7222	0.6646	0.5125	0.4238	0.4188	0.2785	0.3478	0.5937	0.9039	0.9890	
0.5276	0.7327	0.7195	0.6600	0.5095	0.4229	0.4182	0.2811	0.3531	0.5975	0.9047	0.9891	
0.5327	0.7308	0.7168	0.6551	0.5065	0.4219	0.4176	0.2839	0.3588	0.6013	0.9055	0.9892	
0.5377	0.7289	0.7139	0.6500	0.5035	0.4210	0.4170	0.2868	0.3649	0.6051	0.9062	0.9893	
0.5427	0.7270	0.7109	0.6446	0.5004	0.4200	0.4164	0.2899	0.3713	0.6089	0.9070	0.9893	
0.5477	0.7251	0.7076	0.6389	0.4974	0.4191	0.4158	0.2933	0.3781	0.6128	0.9078	0.9894	
0.5528	0.7231	0.7040	0.6329	0.4943	0.4182	0.4152	0.2970	0.3854	0.6166	0.9086	0.9895	
0.5578	0.7211	0.7001	0.6264	0.4913	0.4173	0.4146	0.3011	0.3932	0.6205	0.9094	0.9896	
0.5628	0.7190	0.6956	0.6196	0.4882	0.4163	0.4140	0.3057	0.4016	0.6244	0.9101	0.9897	
0.5678	0.7167	0.6905	0.6123	0.4851	0.4154	0.4134	0.3110	0.4107	0.6283	0.9109	0.9898	
0.5729	0.7143	0.6845	0.6045	0.4820	0.4145	0.4128	0.3173	0.4205	0.6323	0.9117	0.9899	
0.5779	0.7114	0.6772	0.5960	0.4788	0.4136	0.4123	0.3251	0.4311	0.6363	0.9125	0.9900	
0.5829	0.7079	0.6681	0.5869	0.4757	0.4127	0.4117	0.3348	0.4426	0.6403	0.9132	0.9901	
0.5879	0.7030	0.6563	0.5771	0.4725	0.4117	0.4111	0.3476	0.4552	0.6443	0.9140	0.9902	
0.5930	0.6942	0.6403	0.5665	0.4694	0.4108	0.4105	0.3652	0.4690	0.6483	0.9148	0.9902	
0.5980	0.6735	0.6176	0.5549	0.4662	0.4099	0.4100	0.3905	0.4842	0.6524	0.9155	0.9903	
0.6030	0.5821	0.5838	0.5423	0.4630	0.4090	0.4094	0.4288	0.5008	0.6565	0.9163	0.9904	
0.6080	0.2161	0.5307	0.5284	0.4598	0.4081	0.4088	0.4902	0.5192	0.6606	0.9171	0.9905	
0.6131	0.0011	0.4384	0.5132	0.4565	0.4072	0.4082	0.5946	0.5395	0.6648	0.9178	0.9906	
0.6181	0.0000	0.2863	0.4965	0.4533	0.4063	0.4077	0.7899	0.5620	0.6690	0.9186	0.9907	
0.6231	0.0000	0.0233	0.4781	0.4500	0.4054	0.4071	0.9914	0.5871	0.6732	0.9193	0.9908	
0.6281	0.0000	0.0000	0.4577	0.4467	0.4046	0.4065	1.0000	0.6149	0.6774	0.9201	0.9909	
0.6332	0.0000	0.0000	0.4350	0.4434	0.4037	0.4060	1.0000	0.6459	0.6817	0.9209	0.9909	
0.6382	0.0000	0.0000	0.4098	0.4400	0.4028	0.4054	1.0000	0.6805	0.6860	0.9216	0.9910	
0.6432	0.0000	0.0000	0.3816	0.4367	0.4019	0.4049	1.0000	0.7191	0.6903	0.9224	0.9911	
0.6482	0.0000	0.0000	0.3501	0.4333	0.4010	0.4043	1.0000	0.7622	0.6946	0.9231	0.9912	
0.6533	0.0000	0.0000	0.3146	0.4299	0.4001	0.4038	1.0000	0.8100	0.6990	0.9239	0.9913	
0.6583	0.0000	0.0000	0.2747	0.4265	0.3993	0.4032	1.0000	0.8631	0.7034	0.9246	0.9914	
0.6633	0.0000	0.0000	0.2297	0.4231	0.3984	0.4027	1.0000	0.9216	0.7079	0.9254	0.9915	
0.6683	0.0000	0.0000	0.1341	0.4196	0.3975	0.4021	1.0000	0.9787	0.7123	0.9261	0.9916	
0.6734	0.0000	0.0000	0.0070	0.4162	0.3967	0.4016	1.0000	0.9995	0.7169	0.9268	0.9916	
0.6784	0.0000	0.0000	0.0000	0.4127	0.3958	0.4010	1.0000	1.0000	0.7214	0.9276	0.9917	
0.6834	0.0000	0.0000	0.0000	0.4091	0.3949	0.4005	1.0000	1.0000	0.7260	0.9283	0.9918	
0.6884	0.0000	0.0000	0.0000	0.4056	0.3941	0.3999	1.0000	1.0000	0.7306	0.9291	0.9919	
0.6935	0.0000	0.0000	0.0000	0.4020	0.3932	0.3994	1.0000	1.0000	0.7352	0.9298	0.9920	
0.6985	0.0000	0.0000	0.0000	0.3984	0.3923	0.3988	1.0000	1.0000	0.7399	0.9306	0.9921	
0.7035	0.0000	0.0000	0.0000	0.3948	0.3915	0.3983	1.0000	1.0000	0.7446	0.9313	0.9922	
0.7085	0.0000	0.0000	0.0000	0.3911	0.3906	0.3978	1.0000	1.0000	0.7493	0.9320	0.9922	
0.7136	0.0000	0.0000	0.0000	0.3875	0.3898	0.3972	1.0000	1.0000	0.7541	0.9328	0.9923	
0.7186	0.0000	0.0000	0.0000	0.3838	0.3889	0.3967	1.0000	1.0000	0.7589	0.9335	0.9924	
0.7236	0.0000	0.0000	0.0000	0.3800	0.3881	0.3962	1.0000	1.0000	0.7638	0.9342	0.9925	
0.7286	0.0000	0.0000	0.0000	0.3763	0.3872	0.3956	1.0000	1.0000	0.7687	0.9350	0.9926	
0.7337	0.0000	0.0000	0.0000	0.3725	0.3864	0.3951	1.0000	1.0000	0.7736	0.9357	0.9927	
0.7387	0.0000	0.0000	0.0000	0.3687	0.3855	0.3946	1.0000	1.0000	0.7786	0.9364	0.9927	
0.7437	0.0000	0.0000	0.0000	0.3648	0.3847	0.3940	1.0000	1.0000	0.7836	0.9371	0.9928	
0.7487	0.0000	0.0000	0.0000	0.3609	0.3838	0.3935	1.0000	1.0000	0.7886	0.9379	0.9929	
0.7538	0.0000	0.0000	0.0000	0.3570	0.3830	0.3930	1.0000	1.0000	0.7937	0.9386	0.9930	
0.7588	0.0000	0.0000	0.0000	0.3531	0.3822	0.3925	1.0000	1.0000	0.7988	0.9393	0.9931	
0.7638	0.0000	0.0000	0.0000	0.3491	0.3813	0.3919	1.0000	1.0000	0.8040	0.9400	0.9932	
0.7688	0.0000	0.0000	0.0000	0.3451	0.3805	0.3914	1.0000	1.0000	0.8092	0.9408	0.9932	
0.7739	0.0000	0.0000	0.0000	0.3411	0.3797	0.3909	1.0000	1.0000	0.8144	0.9415	0.9933	
0.7789	0.0000	0.0000	0.0000	0.3370	0.3788	0.3904	1.0000	1.0000	0.8197	0.9422	0.9934	
0.7839	0.0000	0.0000	0.0000	0.3329	0.3780	0.3898	1.0000	1.0000	0.8251	0.9429	0.9935	
0.7889	0.0000	0.0000	0.0000	0.3288	0.3772	0.3893	1.0000	1.0000	0.8304	0.9437	0.9936	
0.7940	0.0000	0.0000	0.0000	0.3246	0.3763	0.3888	1.0000	1.0000	0.8358	0.9444	0.9936	
0.7990	0.0000	0.0000	0.0000	0.3204	0.3755	0.3883	1.0000	1.0000	0.8413	0.9451	0.9937	
0.8040	0.0000	0.0000	0.0000	0.3161	0.3747	0.3878	1.0000	1.0000	0.8468	0.9458	0.9938	
0.8090	0.0000	0.0000	0.0000	0.3118	0.3739	0.3873	1.0000	1.0000	0.8523	0.9465	0.9939	
0.8141	0.0000	0.0000	0.0000	0.3075	0.3730	0.3868	1.0000	1.0000	0.8579	0.9472	0.9940	
0.8191	0.0000	0.0000	0.0000	0.3031	0.3722	0.3862	1.0000	1.0000	0.8636	0.9479	0.9941	
0.8241	0.0000	0.0000	0.0000	0.2987	0.3714	0.3857	1.0000	1.0000	0.8692	0.9487	0.9941	
0.8291	0.0000	0.0000	0.0000	0.2943	0.3706	0.3852	1.0000	1.0000	0.8749	0.9494	0.9942	
0.8342	0.0000	0.0000	0.0000	0.2898	0.3698	0.3847	1.0000	1.0000	0.8807	0.9501	0.9943	
0.8392	0.0000	0.0000	0.0000	0.2852	0.3690	0.3842	1.0000	1.0000	0.8865	0.9508	0.9944	
0.8442	0.0000	0.0000	0.0000	0.2807	0.3681	0.3837	1.0000	1.0000	0.8924	0.9515	0.9945	
0.8492	0.0000	0.0000	0.0000	0.2760	0.3673	0.3832	1.0000	1.0000	0.8982	0.9522	0.9945	
0.8543	0.0000	0.0000	0.0000	0.2714	0.3665	0.3827	1.0000	1.0000	0.9042	0.9529	0.9946	
0.8593	0.0000	0.0000	0.0000	0.2666	0.3657	0.3822	1.0000	1.0000	0.9102	0.9536	0.9947	
0.8643	0.0000	0.0000	0.0000	0.2619	0.3649	0.3817	1.0000	1.0000	0.9162	0.9543	0.9948	
0.8693	0.0000	0.0000	0.0000	0.2570	0.3641	0.3812	1.0000	1.0000	0.9223	0.9550	0.9949	
0.8744	0.0000	0.0000	0.0000	0.2522	0.3633	0.3807	1.0000	1.0000	0.9284	0.9557	0.9949	
0.8794	0.0000	0.0000	0.0000	0.2472	0.3625	0.3802	1.0000	1.0000	0.9345	0.9564	0.9950	
0.8844	0.0000	0.0000	0.0000	0.2423	0.3617	0.3797	1.0000	1.0000	0.9407	0.9571	0.9951	
0.8894	0.0000	0.0000	0.0000	0.2372	0.3609	0.3792	1.0000	1.0000	0.9470	0.9578	0.9952	
0.8945	0.0000	0.0000	0.0000	0.2321	0.3601	0.3787	1.0000	1.0000	0.9533	0.9586	0.9953	
0.8995	0.0000	0.0000	0.0000	0.2270	0.3593	0.3782	1.0000	1.0000	0.9596	0.9593	0.9953	
0.9045	0.0000	0.0000	0.0000	0.2217	0.3585	0.3777	1.0000	1.0000	0.9660	0.9600	0.9954	
0.9095	0.0000	0.0000	0.0000	0.2165	0.3577	0.3772	1.0000	1.0000	0.9724	0.9607	0.9955	
0.9146	0.0000	0.0000	0.0000	0.2111	0.3569	0.3767	1.0000	1.0000	0.9789	0.9613	0.9956	
0.9196	0.0000	0.0000	0.0000	0.2056	0.3561	0.3762	1.0000	1.0000	0.9853	0.9620	0.9956	
0.9246	0.0000	0.0000	0.0000	0.1957	0.3553	0.3757	1.0000	1.0000	0.9918	0.9627	0.9957	
0.9296	0.0000	0.0000	0.0000	0.1380	0.3545	0.3752	1.0000	1.0000	0.9976	0.9634	0.9958	
0.9347	0.0000	0.0000	0.0000	0.0137	0.3537	0.3747	1.0000	1.0000	0.9999	0.9641	0.9959	
0.9397	0.0000	0.0000	0.0000	0.0000	0.3529	0.3742	1.0000	1.0000	1.0000	0.9648	0.9960	
0.9447	0.0000	0.0000	0.0000	0.0000	0.3521	0.3737	1.0000	1.0000	1.0000	0.9655	0.9960	
0.9497	0.0000	0.0000	0.0000	0.0000	0.3513	0.3732	1.0000	1.0000	1.0000	0.9662	0.9961	
0.9548	0.0000	0.0000	0.0000	0.0000	0.3505	0.3727	1.0000	1.0000	1.0000	0.9669	0.9962	
0.9598	0.0000	0.0000	0.0000	0.0000	0.3497	0.3722	1.0000	1.0000	1.0000	0.9676	0.9963	
0.9648	0.0000	0.0000	0.0000	0.0000	0.3490	0.3717	1.0000	1.0000	1.0000	0.9683	0.9963	
0.9698	0.0000	0.0000	0.0000	0.0000	0.3482	0.3713	1.0000	1.0000	1.0000	0.9690	0.9964	
0.9749	0.0000	0.0000	0.0000	0.0000	0.3474	0.3708	1.0000	1.0000	1.0000	0.9697	0.9965	
0.9799	0.0000	0.0000	0.0000	0.0000	0.3466	0.3703	1.0000	1.0000	1.0000	0.9704	0.9966	
0.9849	0.0000	0.0000	0.0000	0.0000	0.3458	0.3698	1.0000	1.0000	1.0000	0.9711	0.9967	
0.9899	0.0000	0.0000	0.0000	0.0000	0.3450	0.3693	1.0000	1.0000	1.0000	0.9718	0.9967	
0.9950	0.0000	0.0000	0.0000	0.0000	0.3440	0.3686	1.0000	1.0000	1.0000	0.9725	0.9968	
1.0000	0.0000	0.0000	0.0000	0.0000	0.3440	0.3686	1.0000	1.0000	1.0000	0.9725	0.9968	
